FTU_partonomy	cell_type	CT_ID	CT_label	biomarker	Biomarker - type
skin-->Epidermis-->Stratum spinosum (SS)	prickle cell	CL:0000649	Keratinocytes (Spinous)	keratin 10	protein
skin-->Epidermis-->Stratum spinosum (SS)	epidermal Langerhans cell	CL:0002457	Langerhans cell	CD1a molecule	protein
skin-->Epidermis-->Stratum spinosum (SS)	epidermal Langerhans cell	CL:0002457	Langerhans cell	CD207 molecule	protein
skin-->Epidermis-->Stratum spinosum (SS)	Merkel cell	CL:0000242	Merkel cell	Keratin 20	protein
skin-->Epidermis-->Stratum spinosum (SS)	Merkel cell	CL:0000242	Merkel cell	synaptophysin	protein
skin-->Epidermis-->Stratum basale (SB)	basal cell	CL:0000646	Keratinocyte (Basal)	keratin 5	protein
skin-->Epidermis-->Stratum basale (SB)	basal cell	CL:0000646	Keratinocyte (Basal)	keratin 14	protein
skin-->Epidermis-->Stratum basale (SB)	basal cell	CL:0000646	Keratinocyte (Basal)	tumor protein p53	protein
skin-->Epidermis-->Stratum basale (SB)	basal cell	CL:0000646	Keratinocyte (Basal)	marker of proliferation Ki-67	protein
skin-->Epidermis-->Stratum basale (SB)	basal cell	CL:0000646	Keratinocyte (Basal)	damage specific DNA binding protein 2	protein
skin-->Epidermis-->Stratum basale (SB)	epidermal Langerhans cell	CL:0002457	Langerhans cell	CD1a molecule	protein
skin-->Epidermis-->Stratum basale (SB)	epidermal Langerhans cell	CL:0002457	Langerhans cell	CD207 molecule	protein
skin-->Epidermis-->Stratum basale (SB)	Merkel cell	CL:0000242	Merkel cell	synaptophysin	protein
skin-->Epidermis-->Stratum basale (SB)	Merkel cell	CL:0000242	Merkel cell	chromogranin A	protein
skin-->Epidermis-->Stratum basale (SB)	Merkel cell	CL:0000242	Merkel cell	keratin 20	protein
skin-->Epidermis-->Stratum basale (SB)	melanocyte of skin	CL:1000458	Melanocyte	SRY-box transcription factor 10	protein
skin-->Epidermis-->Stratum basale (SB)	melanocyte of skin	CL:1000458	Melanocyte	S100 calcium binding protein A2	protein
skin-->Epidermis-->Stratum basale (SB)	melanocyte of skin	CL:1000458	Melanocyte	melan-A	protein
skin-->Dermis	skin fibroblast	CL:0002620	Fibroblast	Factor XIIIa	protein
skin-->Dermis	skin fibroblast	CL:0002620	Fibroblast	vimentin	protein
skin-->Dermis	skin fibroblast	CL:0002620	Fibroblast	CD34 molecule	protein
skin-->Dermis-->Blood vessels	endothelial cell	CL:0000115	Endothelial cell	platelet and endothelial cell adhesion molecule 1	protein
skin-->Dermis-->Blood vessels	endothelial cell	CL:0000115	Endothelial cell	ETS transcription factor ERG	protein
skin-->Subcutaneous	skin fibroblast	CL:0002620	Fibroblast	Factor XIIIa	protein
skin-->Subcutaneous	skin fibroblast	CL:0002620	Fibroblast	vimentin	protein
skin-->Subcutaneous	skin fibroblast	CL:0002620	Fibroblast	CD34 molecule	protein
skin-->Subcutaneous-->Blood vessels	endothelial cell	CL:0000115	Endothelial cell	platelet and endothelial cell adhesion molecule 1	protein
skin-->Subcutaneous-->Blood vessels	endothelial cell	CL:0000115	Endothelial cell	ETS transcription factor ERG	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Epithelium	duodenal goblet cell	CL:1000324	goblet cell		protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Epithelium	tuft cell of small intestine	CL:0009080	tuft cell		protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Epithelium	enterocyte	CL:0000584	enterocyte		protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Epithelium	endocrine cell	CL:0000163	endocrine lineage cell		protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	myofibroblast	CL:0000186	myofibroblast		protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	fibroblast	CL:0000057	fibroblast		protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	B cell	CL:0000236	B cell	CD21	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	B cell	CL:0000236	B cell	CD19	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	plasma cell	CL:0000786	plasma	CD138	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	eosinophil	CL:0000771	eosinophil	CD11b	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	eosinophil	CL:0000771	eosinophil	CD294	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	mast cell	CL:0000097	mast cell	CD117	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	mast cell	CL:0000097	mast cell	MCT	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	neutrophil	CL:0000775	neutrophil	CD15	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	neutrophil	CL:0000775	neutrophil	CD16	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	natural killer (NK) cell	CD56	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	natural killer (NK) cell	CD57	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	natural killer (NK) cell	CD11c	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	natural killer (NK) cell	NKG2D	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	dendritic cell (DC)	HLA-DR	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	dendritic cell (DC)	CD11c	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	dendritic cell (DC)	CD123	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	innate lyphoid cell (ILC)	CD127	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	innate lyphoid cell (ILC)	CD117	protein
Small Intestine-->duodenum-->superior duodenum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	innate lyphoid cell (ILC)	CD161	protein
Small Intestine-->duodenum-->superior duodenum-->serosa	fibroblast	CL:0000057	fibroblasts		protein
Small Intestine-->jejunum-->mucosa-->Epithelium	endocrine cell	CL:0000163	endocrine	Chromogranin	protein
Small Intestine-->jejunum-->mucosa-->Epithelium	endocrine cell	CL:0000163	endocrine	Synaptophysin	protein
Small Intestine-->jejunum-->mucosa-->Epithelium	enterocyte	CL:0000584	enterocytes		protein
Small Intestine-->jejunum-->mucosa-->Epithelium	tuft cell of small intestine	CL:0009080	Tuft cells		protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	myofibroblast	CL:0000186	myofibroblasts		protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	fibroblast	CL:0000057	fibroblasts	Col6A1	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	fibroblast	CL:0000057	fibroblasts	Col6A2	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	B cell	CL:0000236	B cell	CD21	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	B cell	CL:0000236	B cell	CD19	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	plasma cell	CL:0000786	plasma	CD138	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	eosinophil	CL:0000771	eosinophils	CD11b	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	eosinophil	CL:0000771	eosinophils	CD294	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	mast cell	CL:0000097	mast cells	CD117	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	mast cell	CL:0000097	mast cells	MCT	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	neutrophil	CL:0000775	neutrophils	CD15	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	neutrophil	CL:0000775	neutrophils	CD16	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	CD56	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	CD57	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	CD11c	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	NKG2D	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	DCs	HLA-DR	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	DCs	CD11c	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	DCs	CD123	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	ILCs	CD127	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	ILCs	CD117	protein
Small Intestine-->jejunum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	ILCs	CD161	protein
Small Intestine-->jejunum-->muscularis externa	fibroblast	CL:0000057	fibroblasts	Col6A1	protein
Small Intestine-->jejunum-->muscularis externa	fibroblast	CL:0000057	fibroblasts	Col6A2	protein
Small Intestine-->jejunum-->serosa-->connective tissue	fibroblast	CL:0000057	fibroblasts		protein
Small Intestine-->terminal ileum-->mucosa-->Epithelium	endocrine cell	CL:0000163	endocrine	Chromogranin	protein
Small Intestine-->terminal ileum-->mucosa-->Epithelium	endocrine cell	CL:0000163	endocrine	Synaptophysin	protein
Small Intestine-->terminal ileum-->mucosa-->Epithelium	enterocyte	CL:0000584	enterocytes		protein
Small Intestine-->terminal ileum-->mucosa-->Epithelium	tuft cell of small intestine	CL:0009080	Tuft cells		protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	myofibroblast	CL:0000186	myofibroblasts		protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	fibroblast	CL:0000057	fibroblasts	Col6A1	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	fibroblast	CL:0000057	fibroblasts	Col6A2	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	B cell	CL:0000236	B cell	CD21	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	B cell	CL:0000236	B cell	CD19	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	plasma cell	CL:0000786	plasma	CD138	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	eosinophil	CL:0000771	eosinophils	CD11b	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	eosinophil	CL:0000771	eosinophils	CD294	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	mast cell	CL:0000097	mast cells	CD117	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	mast cell	CL:0000097	mast cells	MCT	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	neutrophil	CL:0000775	neutrophils	CD15	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	neutrophil	CL:0000775	neutrophils	CD16	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	CD56	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	CD57	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	CD11c	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	natural killer cell	CL:0000623	NK cells	NKG2D	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	DCs	HLA-DR	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	DCs	CD11c	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	dendritic cell	CL:0000451	DCs	CD123	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	ILCs	CD127	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	ILCs	CD117	protein
Small Intestine-->terminal ileum-->mucosa-->Lamina propria/Gut associated lymphoid tissue (GALT)	innate lymphoid cell	CL:0001065	ILCs	CD161	protein
Small Intestine-->terminal ileum-->muscularis externa-->circular/longitudinal muscle	fibroblast	CL:0000057	fibroblasts	Col6A1	protein
